Join_Count,TARGET_FID,TransectID,rate_1315,rate_1325,rate_1520,rate_2025,stat_1315,stat_1325,stat_1520,stat_2025,OBJECTID_1,Transect_1,epoch,rate_m_yr,status,pointid,popdens_ra,Shape_Leng,NEAR_FID,dist_to_bu,n_veg,n_water,n_urban_di,n_popdens,elev_m,n_elev,CVI,CVI_class
1,15,15.00000000000,-7.68594752898,-1.48951717447,1.01171195946,-2.93899544266,retreating,retreating,advancing,retreating,0,15,2013-2025,-2.12596630400,retreating,42061,0.51500500000,199.99996991800,40734,1.88793920450,0.88851354757,0.88981437162,0.80384149979,0.01656245401,7.72922700000,0.54341332145,3.69759601894,High
1,16,16.00000000000,-2.80196172792,-2.60501473134,1.00251239088,-4.51604043527,retreating,retreating,advancing,retreating,0,16,2013-2025,-2.37528074000,retreating,42061,0.51500500000,199.99996308600,40734,2.88732628660,1.00000000000,0.92406144309,0.70000432607,0.01656245401,7.47232500000,0.51213979268,3.77000151269,High
1,17,17.00000000000,-4.83003327506,-1.76379442047,1.41226061979,-3.11886490320,retreating,retreating,advancing,retreating,0,17,2013-2025,-2.29957462700,retreating,42061,0.51500500000,199.99999343500,40729,1.44046207584,0.92044719794,0.91366207471,0.85033475669,0.01656245401,8.92343400000,0.68878808289,3.87470788206,High
1,18,18.00000000000,-5.43224566146,-0.77301172883,1.10810803517,-0.70049787154,retreating,retreating,advancing,retreating,0,18,2013-2025,-2.34367658100,retreating,42061,0.51500500000,200.00003679800,40729,3.44492826670,0.80509199248,0.91972013855,0.64206900280,0.01656245401,8.17522200000,0.59770576550,3.54631443875,High
1,19,19.00000000000,-5.21007924023,-0.44419281832,0.59011697336,-0.55956338720,retreating,stable,advancing,retreating,0,19,2013-2025,-2.22684227500,retreating,41234,2.21365000000,199.99992600400,40729,3.77702851150,0.76680814547,0.90367119693,0.60756350295,0.08354098737,8.48473300000,0.63538356155,3.53180340085,High
1,20,20.00000000000,-4.32654833245,-0.96774748480,0.87216920342,-1.23652264628,retreating,retreating,advancing,retreating,0,20,2013-2025,-2.23076818500,retreating,41234,2.21365000000,199.99999895700,40729,3.87353447210,0.82776475748,0.90421047947,0.59753645100,0.08354098737,8.11315300000,0.59014990117,3.57084156774,High
1,21,21.00000000000,-3.13966001104,-1.24581821141,1.41406112186,-2.34298416289,retreating,retreating,advancing,retreating,0,21,2013-2025,-1.59840239500,retreating,41234,2.21365000000,199.99999254900,40729,0.00000000000,0.86014007658,0.81734556801,1.00000000000,0.08354098737,6.82349200000,0.43315520911,3.71501142082,High
1,22,22.00000000000,-3.07109568423,-1.05914121873,1.29411879202,-2.27658424179,retreating,retreating,advancing,retreating,0,22,2013-2025,-1.80728808100,retreating,41234,2.21365000000,199.99993578100,40729,2.52288900000,0.83840558018,0.84603914522,0.73786967226,0.08354098737,7.02397000000,0.45756005804,3.54993119722,High
1,23,23.00000000000,-3.32473220372,-0.50397760976,1.48256275630,-1.36937603892,retreating,retreating,advancing,retreating,0,23,2013-2025,-2.35397943100,retreating,41234,2.21365000000,200.00007747200,44073,0.00000000000,0.77376879079,0.92113538930,1.00000000000,0.08354098737,9.37135500000,0.74331498528,3.88654680452,High
1,24,24.00000000000,-2.93515722477,-0.78894090772,1.00668239561,-1.44084088763,retreating,retreating,advancing,retreating,0,24,2013-2025,-2.52077371900,retreating,41234,2.21365000000,200.00003814800,40763,0.00000000000,0.80694660068,0.94404708264,1.00000000000,0.08354098737,9.59227800000,0.77020867157,3.96163954940,High
1,25,25.00000000000,-2.28456918530,-0.52088082179,0.83054496297,-1.08958794550,retreating,retreating,advancing,retreating,0,25,2013-2025,-2.86508193200,retreating,41234,2.21365000000,199.99996812400,40682,0.00000000000,0.77573680407,0.99134297199,1.00000000000,0.08354098737,10.53284000000,0.88470638962,4.03340002822,High
1,26,26.00000000000,-3.98337782448,-0.91600424895,0.94374568197,-1.16397523909,retreating,retreating,advancing,retreating,0,26,2013-2025,-2.48223317400,retreating,41234,2.21365000000,200.00001583400,40728,1.37488220568,0.82174037731,0.93875296160,0.85714856136,0.08354098737,8.57417700000,0.64627187502,3.80324308451,High
1,27,27.00000000000,-3.48898222919,-1.22410497709,0.53365550830,-1.01940295128,retreating,retreating,advancing,retreating,0,27,2013-2025,-2.67298655700,retreating,41234,2.21365000000,199.99998037500,40728,0.75137164116,0.85761204029,0.96495579545,0.92193184300,0.08354098737,9.07083100000,0.70673120642,3.94853100257,High
1,28,28.00000000000,-2.16307141514,-1.26493270112,-0.11659396733,-1.56025636861,retreating,retreating,stable,retreating,0,28,2013-2025,-2.77344124400,retreating,41234,2.21365000000,200.00001041200,40728,0.00000000000,0.86236554530,0.97875475110,1.00000000000,0.08354098737,13.58761000000,1.00000000000,4.19496440876,High
1,29,29.00000000000,-3.74666843544,-0.99640721265,-0.41230100801,-0.88338698043,retreating,retreating,stable,retreating,0,29,2013-2025,-3.17871536100,retreating,41234,2.21365000000,199.99996747500,40728,0.00000000000,0.83110156264,1.00000000000,1.00000000000,0.08354098737,11.80525000000,1.00000000000,4.17581873095,High
1,30,30.00000000000,-3.67340858108,-1.27032067205,-0.01971135028,-1.74624795469,retreating,retreating,stable,retreating,0,30,2013-2025,-2.32701853300,retreating,41234,2.21365000000,200.00003776800,44073,0.00000000000,0.86299285793,0.91743190619,1.00000000000,0.08354098737,10.63860000000,0.89758090365,4.08213503480,High
1,31,31.00000000000,-3.98561036301,-1.50955205152,0.19309755849,-2.14219418378,retreating,retreating,stable,retreating,0,31,2013-2025,-2.27133157000,retreating,41234,2.21365000000,199.99997660600,44073,0.00000000000,0.89084617548,0.90978246787,1.00000000000,0.08354098737,11.63964000000,1.00000000000,4.17022991792,High
1,32,32.00000000000,-3.52944081079,-1.29164560357,0.39745236385,-2.17190405469,retreating,retreating,stable,retreating,0,32,2013-2025,-2.21197299700,retreating,41234,2.21365000000,200.00005319800,40847,0.21604700000,0.86547568477,0.90162867892,0.97755253167,0.08354098737,9.38935900000,0.74550667165,3.96514803790,High
1,33,33.00000000000,-2.82638069764,-1.75453006088,0.39942594361,-2.80133073722,retreating,retreating,stable,retreating,0,33,2013-2025,-2.45609795500,retreating,41234,2.21365000000,199.99993920400,40847,0.00000000000,0.91936856373,0.93516289788,1.00000000000,0.08354098737,10.76261000000,0.91267705044,4.17335115571,High
1,34,34.00000000000,-3.15758996153,-1.09493141640,0.76949546229,-1.83068530326,retreating,retreating,advancing,retreating,0,34,2013-2025,-2.29818195000,retreating,41234,2.21365000000,199.99995848800,44073,0.00000000000,0.84257257426,0.91347076967,1.00000000000,0.08354098737,12.21966000000,1.00000000000,4.11591938899,High
1,35,35.00000000000,-2.64894279129,-0.48345286514,0.64470220966,-1.21755013444,retreating,stable,advancing,retreating,0,35,2013-2025,-2.13194570300,retreating,41652,2.93589000000,199.99994909500,44073,0.00000000000,0.77137912840,0.89063573162,1.00000000000,0.11201931811,10.79677000000,0.91683546003,3.98125594700,High
1,36,36.00000000000,-2.09627102674,-0.72294282706,0.67684705382,-1.27918841941,retreating,retreating,advancing,retreating,0,36,2013-2025,-2.15680952100,retreating,41652,2.93589000000,200.00005128500,40888,0.00000000000,0.79926255228,0.89405114937,1.00000000000,0.11201931811,11.18631000000,0.96425545052,4.04579232080,High
1,37,37.00000000000,-3.16676964164,-0.74405873234,1.77498816142,-2.03828820439,retreating,retreating,advancing,retreating,0,37,2013-2025,-2.18638373800,retreating,41652,2.93589000000,200.00002909800,40888,0.95308120964,0.80172104253,0.89811361098,0.90097404609,0.11201931811,10.78982000000,0.91598941359,3.95587374575,High
1,38,38.00000000000,-1.96518287284,-1.04421697699,1.31877143525,-2.44746137072,retreating,retreating,advancing,retreating,0,38,2013-2025,-2.80876425600,retreating,41652,2.93589000000,200.00004164700,40888,0.80129538385,0.83666797517,0.98360689579,0.91674472338,0.11201931811,8.67489100000,0.65853212280,3.92637957377,High
1,39,39.00000000000,-2.31219092397,-0.86270611999,1.77631764625,-2.16322502093,retreating,retreating,advancing,retreating,0,39,2013-2025,-2.24189960000,retreating,41652,2.93589000000,200.00000131100,40888,1.04134584544,0.81553496348,0.90573954602,0.89180327483,0.11201931811,8.77366900000,0.67055669491,3.82529860081,High
1,40,40.00000000000,-2.43584392008,-1.01648799492,1.80060790747,-2.14398237073,retreating,retreating,advancing,retreating,0,40,2013-2025,-2.61045244500,retreating,41652,2.93589000000,200.00002443400,40888,0.11812163641,0.83343953522,0.95636579867,0.98772706082,0.11201931811,9.31625500000,0.73660748034,3.99449600165,High
1,41,41.00000000000,-0.58281618416,-1.08752909304,1.13822441713,-1.83949172777,retreating,retreating,advancing,retreating,0,41,2013-2025,-2.50928421500,retreating,41652,2.93589000000,199.99997817000,40888,0.00278224549,0.84171073388,0.94246882720,0.99971092231,0.11201931811,9.20798100000,0.72342692879,3.99276699719,High
1,42,42.00000000000,-2.63559624693,-0.66816869334,0.98975524811,-1.31377008359,retreating,retreating,advancing,retreating,0,42,2013-2025,-2.73959351700,retreating,41652,2.93589000000,199.99995871000,40888,1.51881546629,0.79288528963,0.97410525890,0.84219377232,0.11201931811,9.43217200000,0.75071843952,3.87081892993,High
1,43,43.00000000000,-2.78631165745,-0.65504865320,0.90511495889,-1.29864767488,retreating,retreating,advancing,retreating,0,43,2013-2025,-2.66091695200,retreating,41652,2.93589000000,200.00009430100,40888,0.09194610742,0.79135774485,0.96329785445,0.99044672070,0.11201931811,9.96720500000,0.81584977331,3.99970566304,High
1,44,44.00000000000,-4.52263146899,-0.78926841899,-1.68114625465,2.52288909269,retreating,retreating,retreating,advancing,0,44,2013-2025,-2.14617899300,retreating,41652,2.93589000000,199.99998947500,40846,1.33729308952,0.80698473228,0.89259088715,0.86105410272,0.11201931811,9.23320600000,0.72649765134,3.81660260246,High
1,45,45.00000000000,-3.83400974115,-1.21202865530,1.27996629428,1.37488220568,retreating,retreating,advancing,advancing,0,45,2013-2025,-1.89308485100,retreating,42060,0.14780300000,200.00002253600,40846,0.00000000000,0.85620601393,0.85782461645,1.00000000000,0.00208347142,8.96948500000,0.69439402319,3.84608925504,High
1,46,46.00000000000,-3.06506311842,-1.34806359699,0.91296746466,0.75137164116,retreating,retreating,advancing,advancing,0,46,2013-2025,-1.87466356800,retreating,41651,2.11904000000,199.99998643400,40846,1.72970402896,0.87204433931,0.85529417736,0.82028227005,0.07981046249,8.05944300000,0.58361160552,3.72696283596,High
1,47,47.00000000000,-2.30013045600,-0.99220929557,0.35994899856,0.21604703185,retreating,retreating,stable,stable,0,47,2013-2025,-2.42722038600,retreating,42059,0.15281400000,199.99995371000,40845,1.82781984900,0.83061280603,0.93119613131,0.81008795232,0.00228105827,10.36352000000,0.86409450692,3.85081358214,High
1,48,48.00000000000,-2.97398542253,-1.45441486885,0.73289377309,-1.71578181730,retreating,retreating,advancing,retreating,0,48,2013-2025,-2.05157540300,retreating,42058,0.11027500000,199.99996149500,44073,1.11751581811,0.88442664364,0.87959566730,0.88388914944,0.00060372141,9.35192300000,0.74094946376,3.84614885356,High
1,49,49.00000000000,-3.49907865609,-1.50972893270,0.79760137474,-1.09506256705,retreating,retreating,advancing,retreating,0,49,2013-2025,-2.73558090800,retreating,42058,0.11027500000,199.99993815900,40886,0.00000000000,0.89086676946,0.97355406696,1.00000000000,0.00060372141,7.68828500000,0.53842931659,3.89112053309,High
1,50,50.00000000000,-3.81689692272,-1.66007245717,-1.73169574646,2.07124234516,retreating,retreating,retreating,advancing,0,50,2013-2025,-2.43652355700,retreating,42058,0.11027500000,199.99997785600,40886,6.03118781875,0.90837101969,0.93247406117,0.37335442043,0.00060372141,8.98150400000,0.69585713574,3.54537028332,High
1,51,51.00000000000,-4.78003655265,-1.37716643903,1.08050386183,-1.14782027267,retreating,retreating,advancing,retreating,0,51,2013-2025,-2.32680202300,retreating,42058,0.11027500000,199.99997098500,40886,5.09804021541,0.87543273552,0.91740216530,0.47030925558,0.00060372141,7.92871900000,0.56769814134,3.48239650493,High
1,52,52.00000000000,-5.54217889193,-0.94121033740,1.67059590509,-1.98503418146,retreating,retreating,advancing,retreating,0,52,2013-2025,-2.92810402300,retreating,42058,0.11027500000,200.00001229300,40886,3.75550614024,0.82467508089,1.00000000000,0.60979969576,0.00060372141,6.55955800000,0.40102565176,3.48705306099,High
1,53,53.00000000000,-3.15245520073,-1.33940097607,1.34029125383,-2.06357750146,retreating,retreating,advancing,retreating,0,53,2013-2025,-3.02534986300,retreating,41650,3.24574000000,199.99991473400,40886,0.00000000000,0.87103576454,1.00000000000,1.00000000000,0.12423687805,6.04161100000,0.33797425316,3.85379818878,High
1,54,54.00000000000,-4.66853789673,-2.00343632715,2.23973763325,-2.00149015360,retreating,retreating,advancing,retreating,0,54,2013-2025,-2.86594832900,retreating,41650,3.24574000000,199.99995756000,40886,2.12178289297,0.94834831250,0.99146198460,0.77954494029,0.12423687805,7.97049000000,0.57278306310,3.92951865311,High
1,55,55.00000000000,-3.91329553790,-2.08415989076,0.31725977091,0.23834861013,retreating,retreating,stable,stable,0,55,2013-2025,-2.65098289300,retreating,41650,3.24574000000,200.00000817800,40725,1.31787750292,0.95774682475,0.96193326268,0.86307139880,0.12423687805,9.17521500000,0.71943821542,4.06039455223,High
1,56,56.00000000000,-5.06084884099,-1.57882619633,0.38187001818,-1.55750291426,retreating,retreating,stable,retreating,0,56,2013-2025,-2.70571554000,retreating,41650,3.24574000000,200.00003647900,40809,0.00000000000,0.89891165066,0.96945161141,1.00000000000,0.12423687805,8.99418000000,0.69740022708,4.07665994730,High
1,57,57.00000000000,-3.45446936940,-0.67787767386,0.85901730272,-0.95308120964,retreating,retreating,advancing,retreating,0,57,2013-2025,-2.71093969600,retreating,41650,3.24574000000,199.99998388200,40809,0.00000000000,0.79401569033,0.97016922747,1.00000000000,0.12423687805,7.64870700000,0.53361135596,3.85417040549,High
1,58,58.00000000000,-4.56029294385,-0.31043455772,1.28237574521,-0.80129538385,retreating,stable,advancing,retreating,0,58,2013-2025,-2.77738519500,retreating,41649,3.91597000000,200.00000120500,40941,0.00000000000,0.75123489034,0.97929651183,1.00000000000,0.15066443213,5.98665700000,0.33128452128,3.70759408118,High
1,59,59.00000000000,-6.23769961014,-0.76566381100,1.47366398755,-1.04134584544,retreating,retreating,advancing,retreating,0,59,2013-2025,-3.08046427000,retreating,41648,1.72847000000,200.00007425500,40939,1.76483524545,0.80423648644,1.00000000000,0.81663210657,0.06441006463,5.31403000000,0.24940341552,3.55579214459,High
1,60,60.00000000000,-7.11017220461,-0.63162619729,0.65010958950,0.11812163641,retreating,retreating,advancing,stable,0,60,2013-2025,-2.88990939000,retreating,41648,1.72847000000,200.00005638900,40939,0.00000000000,0.78863070669,0.99475339516,1.00000000000,0.06441006463,6.54717600000,0.39951835002,3.74752078080,High
1,61,61.00000000000,-4.47802057464,-0.60724883791,0.77288631618,0.00278224549,retreating,retreating,advancing,stable,0,61,2013-2025,-2.42819941700,retreating,41648,1.72847000000,200.00002781500,40939,3.69314000000,0.78579249068,0.93133061588,0.61627959114,0.06441006463,8.41564800000,0.62697361638,3.56577722315,High
1,62,62.00000000000,-5.16068344051,-0.14153434166,-0.28505010452,1.51881546629,retreating,stable,stable,advancing,0,62,2013-2025,-3.05172838900,retreating,41232,2.65575000000,200.00006252200,40939,0.00000000000,0.73157011492,1.00000000000,1.00000000000,0.10097324243,7.80909400000,0.55313579508,3.80111171865,High
1,63,63.00000000000,-5.85610795393,-0.77339391946,0.71114944227,-0.09194610742,retreating,retreating,advancing,stable,0,63,2013-2025,-2.60286980300,retreating,41232,2.65575000000,200.00001820000,40885,0.00000000000,0.80513649030,0.95532420923,1.00000000000,0.10097324243,7.83666000000,0.55649149529,3.85269470333,High
1,64,64.00000000000,-4.83868392115,-0.85586295134,-0.81668565289,1.33729308952,retreating,retreating,retreating,advancing,0,64,2013-2025,-2.61801585700,retreating,41232,2.65575000000,200.00005023900,40885,5.06301400000,0.81473822457,0.95740474657,0.47394850936,0.10097324243,9.59951700000,0.77108989895,3.63693325240,High
1,65,65.00000000000,-5.13833409924,-0.37662111414,-1.75043889159,2.80057109708,retreating,stable,retreating,advancing,0,65,2013-2025,-3.00044876600,retreating,41232,2.65575000000,199.99991719500,40885,0.00000000000,0.75894088267,1.00000000000,1.00000000000,0.10097324243,8.52973000000,0.64086119494,3.88631817219,High
1,66,66.00000000000,-2.34588078297,-1.25490381323,-0.05653131678,-1.72970402896,retreating,retreating,stable,retreating,0,66,2013-2025,-2.77149144200,retreating,40824,1.81904000000,199.99994914400,40885,0.52296400000,0.86119789832,0.97848691660,0.94566359253,0.06798128991,7.90256000000,0.56451371989,3.88452613010,High
1,67,67.00000000000,-3.43496109382,-1.16171167118,0.14424928924,-1.82781984900,retreating,retreating,stable,retreating,0,67,2013-2025,-2.43814215100,retreating,40824,1.81904000000,199.99999352000,40885,1.30672700000,0.85034768991,0.93269639929,0.86422994560,0.06798128991,8.52918000000,0.64079424163,3.82308587551,High
1,68,68.00000000000,-2.51134699489,-0.57405593768,0.70726752475,-1.11751581811,retreating,retreating,advancing,retreating,0,68,2013-2025,-2.91299782900,retreating,40824,1.81904000000,200.00000993200,40885,0.00000000000,0.78192789569,0.99792493803,1.00000000000,0.06798128991,6.41382100000,0.38328460552,3.73492843364,High
1,69,69.00000000000,-1.89152320801,-1.93027237328,0.78238289468,-3.69314031608,retreating,retreating,advancing,retreating,0,69,2013-2025,-3.16013698200,retreating,40824,1.81904000000,200.00006828600,40885,0.00000000000,0.93982995322,1.00000000000,1.00000000000,0.06798128991,5.62223500000,0.28692222788,3.86677825820,High
1,70,70.00000000000,-5.11141900692,-2.42156492250,1.42827008330,-6.03118781875,retreating,retreating,advancing,retreating,0,70,2013-2025,-3.57930035200,retreating,40824,1.81904000000,200.00008718000,40808,0.00000000000,0.99703033978,1.00000000000,1.00000000000,0.06798128991,5.68068800000,0.29403790459,3.93911612423,High
1,71,71.00000000000,-4.14693870801,-1.86399731886,1.66729883856,-5.09804021541,retreating,retreating,advancing,retreating,0,71,2013-2025,-3.89819035600,retreating,40824,1.81904000000,199.99995305900,40844,0.29310260537,0.93211365722,1.00000000000,0.96954638829,0.06798128991,5.23290300000,0.23952755792,3.80845060802,High
1,72,72.00000000000,-4.63019406437,-1.43957490435,1.53413961559,-3.75550614024,retreating,retreating,advancing,retreating,0,72,2013-2025,-3.24471948100,retreating,40824,1.81904000000,200.00000917000,40884,1.22857494715,0.88269885089,1.00000000000,0.87235001082,0.06798128991,5.76851000000,0.30472876664,3.72267417704,High
1,73,73.00000000000,-4.15258551083,-2.39736773985,0.80788246120,-5.06301403821,retreating,retreating,advancing,retreating,0,73,2013-2025,-2.92425242300,retreating,40824,1.81904000000,199.99998612600,40884,0.58669659823,0.99421310145,0.99947092506,0.93904172099,0.06798128991,5.76392600000,0.30417074118,3.89994196915,High
1,74,74.00000000000,-3.16913532245,-1.05381889320,0.56116573193,-2.12178289297,retreating,retreating,advancing,retreating,0,74,2013-2025,-2.93963229000,retreating,41647,1.11617000000,200.00000427000,40884,0.00000000000,0.83778591054,1.00000000000,1.00000000000,0.04026673235,6.08118700000,0.34279197033,3.76002179374,High
1,75,75.00000000000,-2.35981541184,-0.79546895158,0.26145057381,-1.31787750292,retreating,retreating,stable,retreating,0,75,2013-2025,-3.81437256800,retreating,41647,1.11617000000,199.99997522300,40884,1.30672692349,0.80770665013,1.00000000000,0.86422995355,0.04026673235,8.34962300000,0.61893617511,3.79759036512,High
1,76,76.00000000000,-2.37308850519,-1.71289792378,-1.37615521603,-1.76483524545,retreating,retreating,retreating,retreating,0,76,2013-2025,-3.35051098200,retreating,41647,1.11617000000,199.99997084100,40795,1.27093676703,0.91452140222,1.00000000000,0.86794858146,0.04026673235,8.92578000000,0.68907366922,3.96931108356,High
1,77,77.00000000000,-5.14634605883,-3.20021116767,-9.13760745302,10.19889235770,retreating,retreating,retreating,advancing,0,77,2013-2025,-3.45121111000,retreating,41647,1.11617000000,199.99994774900,40843,0.09583061531,1.00000000000,1.00000000000,0.99004311700,0.04026673235,7.60740700000,0.52858377059,4.05776095991,High
1,78,78.00000000000,-5.49598245564,-1.69874162266,-0.60908647446,-1.85292573474,retreating,retreating,retreating,retreating,0,78,2013-2025,-3.33840705000,retreating,41647,1.11617000000,199.99998160600,40843,0.56725445765,0.91287320727,1.00000000000,0.94106177605,0.04026673235,7.57152400000,0.52421561451,3.91815187107,High
1,79,79.00000000000,-4.29419501869,-0.91101544607,1.19031103448,-3.93812098391,retreating,retreating,advancing,retreating,0,79,2013-2025,-3.21331922200,retreating,41647,1.11617000000,200.00007382600,44073,0.97545785280,0.82115953917,1.00000000000,0.89864909370,0.04026673235,7.71206000000,0.54132352585,3.79043672883,High
1,80,80.00000000000,-3.92274465601,-0.94980763392,1.25874043430,-5.19839149568,retreating,retreating,advancing,retreating,0,80,2013-2025,-3.02461152500,retreating,41647,1.11617000000,200.00003607300,44073,0.24888991150,0.82567605004,1.00000000000,0.97414012504,0.04026673235,7.25631000000,0.48584357344,3.81385730663,High
1,81,81.00000000000,-3.40043500165,-3.18281420313,0.97228397591,-5.65006328974,retreating,retreating,advancing,retreating,0,81,2013-2025,-2.36753034700,retreating,42446,0.16077900000,199.99996913700,41190,0.42403917566,1.00000000000,0.92299681054,0.95594196650,0.00259512266,7.54915000000,0.52149195361,3.93924768176,High
1,82,82.00000000000,-2.88347683840,-2.62869148526,1.26755688738,-5.12194671394,retreating,retreating,advancing,retreating,0,82,2013-2025,-2.55842533600,retreating,41646,2.51458000000,200.00007657300,41274,0.43347779834,1.00000000000,0.94921909610,0.95496128552,0.09540682847,8.39460900000,0.62441246943,4.08573403085,High
1,83,83.00000000000,-4.29268438102,-2.23964184313,0.93270126609,-4.61644026431,retreating,retreating,advancing,retreating,0,83,2013-2025,-3.48620723000,retreating,41645,2.53261000000,200.00009709200,44073,0.00000000000,0.97584933372,1.00000000000,1.00000000000,0.09611775874,7.66432000000,0.53551197801,4.07792796987,High
1,84,84.00000000000,-4.60214222677,-2.51270786911,1.55890817240,-4.37062173791,retreating,retreating,advancing,retreating,0,84,2013-2025,-3.09241381400,retreating,42444,0.08038800000,200.00004561000,44073,0.00000000000,1.00000000000,1.00000000000,1.00000000000,0.00000000000,6.60099600000,0.40607003633,3.96364202180,High
1,85,85.00000000000,-4.46509128088,-0.84521016443,1.06407372923,-1.34658320205,retreating,retreating,advancing,retreating,0,85,2013-2025,-2.42560531000,retreating,41644,1.38016000000,199.99996203800,44073,0.00000000000,0.81349793804,0.93097427643,1.00000000000,0.05067600449,6.67652200000,0.41526406571,3.72300880371,High
